Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Alternative splicing	201	61.46788990825688	7.091483535835972E-5	ENSG00000159063, ENSG00000145907, ENSG00000123989, ENSG00000103222, ENSG00000144029, ENSG00000099246, ENSG00000131238, ENSG00000127452, ENSG00000149262, ENSG00000147533, ENSG00000140284, ENSG00000073008, ENSG00000102595, ENSG00000197858, ENSG00000104907, ENSG00000009307, ENSG00000115295, ENSG00000166348, ENSG00000126883, ENSG00000106682, ENSG00000196591, ENSG00000124523, ENSG00000130640, ENSG00000121940, ENSG00000171530, ENSG00000117500, ENSG00000011523, ENSG00000143153, ENSG00000134709, ENSG00000167461, ENSG00000131368, ENSG00000165732, ENSG00000100883, ENSG00000137409, ENSG00000120697, ENSG00000177663, ENSG00000140262, ENSG00000116141, ENSG00000100350, ENSG00000107959, ENSG00000151338, ENSG00000177119, ENSG00000078369, ENSG00000115275, ENSG00000178104, ENSG00000136485, ENSG00000169972, ENSG00000147955, ENSG00000127463, ENSG00000204256, ENSG00000140479, ENSG00000154240, ENSG00000099219, ENSG00000140577, ENSG00000138698, ENSG00000152952, ENSG00000204120, ENSG00000173852, ENSG00000108094, ENSG00000138829, ENSG00000072518, ENSG00000075413, ENSG00000146143, ENSG00000171467, ENSG00000160299, ENSG00000114745, ENSG00000172992, ENSG00000108774, ENSG00000107669, ENSG00000174720, ENSG00000014138, ENSG00000116406, ENSG00000068912, ENSG00000133657, ENSG00000126216, ENSG00000103507, ENSG00000152969, ENSG00000068400, ENSG00000140545, ENSG00000090621, ENSG00000089682, ENSG00000198933, ENSG00000130159, ENSG00000184277, ENSG00000150093, ENSG00000126001, ENSG00000110104, ENSG00000137710, ENSG00000143569, ENSG00000115761, ENSG00000156599, ENSG00000090615, ENSG00000122299, ENSG00000136861, ENSG00000127914, ENSG00000005810, ENSG00000119321, ENSG00000183020, ENSG00000138757, ENSG00000005007, ENSG00000104388, ENSG00000138750, ENSG00000168615, ENSG00000114573, ENSG00000173230, ENSG00000115310, ENSG00000115486, ENSG00000183032, ENSG00000165655, ENSG00000058056, ENSG00000113719, ENSG00000121775, ENSG00000138069, ENSG00000137073, ENSG00000087111, ENSG00000079150, ENSG00000129625, ENSG00000119912, ENSG00000181852, ENSG00000169762, ENSG00000073060, ENSG00000158545, ENSG00000160703, ENSG00000007923, ENSG00000119812, ENSG00000110713, ENSG00000117054, ENSG00000163820, ENSG00000165688, ENSG00000162378, ENSG00000151092, ENSG00000104691, ENSG00000038274, ENSG00000136827, ENSG00000117569, ENSG00000155363, ENSG00000135968, ENSG00000205981, ENSG00000165283, ENSG00000165282, ENSG00000259431, ENSG00000130816, ENSG00000167110, ENSG00000107371, ENSG00000064763, ENSG00000143337, ENSG00000136261, ENSG00000141756, ENSG00000140374, ENSG00000100242, ENSG00000100243, ENSG00000149428, ENSG00000119397, ENSG00000155506, ENSG00000166170, ENSG00000155393, ENSG00000135506, ENSG00000106344, ENSG00000148175, ENSG00000174799, ENSG00000127554, ENSG00000132842, ENSG00000146834, ENSG00000152683, ENSG00000120509, ENSG00000117543, ENSG00000161203, ENSG00000153037, ENSG00000129460, ENSG00000100503, ENSG00000101004, ENSG00000116871, ENSG00000057294, ENSG00000171004, ENSG00000137275, ENSG00000132182, ENSG00000104368, ENSG00000129353, ENSG00000166887, ENSG00000109618, ENSG00000113048, ENSG00000082805, ENSG00000140332, ENSG00000135930, ENSG00000072062, ENSG00000114302, ENSG00000137513, ENSG00000130713, ENSG00000198732, ENSG00000156521, ENSG00000114650, ENSG00000213186, ENSG00000153015, ENSG00000141867, ENSG00000011243, ENSG00000153936, ENSG00000174780, ENSG00000130723, ENSG00000033100, ENSG00000052126, ENSG00000240344	304	9907	17955	1.198300444130413	0.02021703563781574	0.0018550224769757762	0.09413256435789608
GOTERM_CC_DIRECT	GO:0005635~nuclear envelope	12	3.669724770642202	7.720943686588911E-5	ENSG00000101868, ENSG00000115310, ENSG00000136827, ENSG00000138750, ENSG00000130724, ENSG00000117724, ENSG00000100242, ENSG00000101146, ENSG00000110713, ENSG00000213024, ENSG00000147955, ENSG00000132182	296	150	16605	4.487837837837838	0.02673760666249625	0.0030067549200577526	0.10559080448131475
UP_KEYWORDS	Prenylation	12	3.669724770642202	9.853678432329196E-5	ENSG00000075785, ENSG00000099246, ENSG00000006451, ENSG00000108774, ENSG00000117724, ENSG00000138069, ENSG00000084733, ENSG00000174021, ENSG00000119396, ENSG00000167461, ENSG00000067560, ENSG00000104388	304	162	17955	4.374999999999999	0.027981062945034885	0.0023622049377932663	0.13077584358565097
GOTERM_CC_DIRECT	GO:0005658~alpha DNA polymerase:primase complex	4	1.2232415902140672	1.0669462877436391E-4	ENSG00000101868, ENSG00000146143, ENSG00000014138, ENSG00000198056	296	6	16605	37.398648648648646	0.0367591674118708	0.003738176824559125	0.1458871631922598
UP_KEYWORDS	Methylation	33	10.091743119266056	1.422048795159714E-4	ENSG00000117724, ENSG00000107929, ENSG00000119396, ENSG00000145907, ENSG00000174021, ENSG00000138757, ENSG00000005007, ENSG00000137409, ENSG00000155506, ENSG00000075785, ENSG00000099246, ENSG00000204120, ENSG00000090621, ENSG00000114767, ENSG00000114650, ENSG00000067560, ENSG00000146834, ENSG00000006451, ENSG00000103018, ENSG00000166348, ENSG00000106682, ENSG00000143569, ENSG00000160695, ENSG00000156599, ENSG00000011243, ENSG00000165655, ENSG00000167110, ENSG00000130816, ENSG00000057294, ENSG00000137073, ENSG00000105127, ENSG00000240344, ENSG00000167461	304	945	17955	2.0625	0.040130477267319886	0.0031456510839794616	0.18868058791492448
UP_KEYWORDS	Nuclear pore complex	7	2.1406727828746175	1.4860453601630273E-4	ENSG00000102898, ENSG00000138750, ENSG00000126883, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	304	48	17955	8.61328125	0.04189824127057751	0.0030525661798176396	0.19716404826871647
UP_KEYWORDS	Host-virus interaction	18	5.5045871559633035	1.6168657577751895E-4	ENSG00000100387, ENSG00000150093, ENSG00000006451, ENSG00000119912, ENSG00000073060, ENSG00000160703, ENSG00000106682, ENSG00000141867, ENSG00000110104, ENSG00000110713, ENSG00000101868, ENSG00000140545, ENSG00000108094, ENSG00000183735, ENSG00000073008, ENSG00000213024, ENSG00000140577, ENSG00000067560	304	364	17955	2.9206730769230766	0.045501778175004115	0.0030998188602365806	0.21450368039819256
GOTERM_BP_DIRECT	GO:0034475~U4 snRNA 3'-end processing	4	1.2232415902140672	2.077995154761211E-4	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	287	7	15453	30.767546042807368	0.24792764292524605	0.03498857903698249	0.34096315949753153
GOTERM_MF_DIRECT	GO:0008312~7S RNA binding	4	1.2232415902140672	2.2002535792524432E-4	ENSG00000100883, ENSG00000174780, ENSG00000130713, ENSG00000153037	294	7	15528	30.18075801749271	0.09407816872551156	0.024398001248767898	0.31159791928143665
GOTERM_BP_DIRECT	GO:0075733~intracellular transport of virus	7	2.1406727828746175	3.057710932578544E-4	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	287	50	15453	7.538048780487805	0.3424774858123114	0.045517769555229015	0.5013386107195594
GOTERM_MF_DIRECT	GO:0003924~GTPase activity	14	4.281345565749235	3.2445785260177786E-4	ENSG00000100883, ENSG00000006451, ENSG00000108774, ENSG00000078369, ENSG00000119396, ENSG00000174021, ENSG00000104388, ENSG00000075785, ENSG00000099246, ENSG00000138069, ENSG00000084733, ENSG00000167461, ENSG00000165527, ENSG00000067560	294	223	15528	3.315823190262652	0.13558751827451454	0.02872053730516988	0.4591782254409815
UP_KEYWORDS	Coiled coil	71	21.712538226299692	3.2533935886977657E-4	ENSG00000164008, ENSG00000117724, ENSG00000100242, ENSG00000119397, ENSG00000108559, ENSG00000166170, ENSG00000204120, ENSG00000171467, ENSG00000160299, ENSG00000174799, ENSG00000173230, ENSG00000115310, ENSG00000166348, ENSG00000126883, ENSG00000119638, ENSG00000129460, ENSG00000100503, ENSG00000101004, ENSG00000126216, ENSG00000171530, ENSG00000011523, ENSG00000116871, ENSG00000137073, ENSG00000183735, ENSG00000112159, ENSG00000134709, ENSG00000213024, ENSG00000135837, ENSG00000181852, ENSG00000113048, ENSG00000158545, ENSG00000007923, ENSG00000196781, ENSG00000082805, ENSG00000140332, ENSG00000152969, ENSG00000068400, ENSG00000163820, ENSG00000198933, ENSG00000179562, ENSG00000124383, ENSG00000104691, ENSG00000213186, ENSG00000101752, ENSG00000126001, ENSG00000151338, ENSG00000078369, ENSG00000178105, ENSG00000178104, ENSG00000135968, ENSG00000153015, ENSG00000110104, ENSG00000141867, ENSG00000137710, ENSG00000160695, ENSG00000115761, ENSG00000165283, ENSG00000122299, ENSG00000090615, ENSG00000136861, ENSG00000174780, ENSG00000154240, ENSG00000204256, ENSG00000167110, ENSG00000130724, ENSG00000130723, ENSG00000127914, ENSG00000033100, ENSG00000119321, ENSG00000163877, ENSG00000143337	304	2791	17955	1.5024856682192762	0.08945593130466534	0.005839942133135434	0.43118252673137736
GOTERM_BP_DIRECT	GO:0072321~chaperone-mediated protein transport	4	1.2232415902140672	3.279277792895856E-4	ENSG00000136827, ENSG00000134809, ENSG00000150779, ENSG00000100575	287	8	15453	26.921602787456443	0.3621567515342461	0.0439702735378209	0.5375745748254612
GOTERM_BP_DIRECT	GO:0034427~nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	4	1.2232415902140672	3.279277792895856E-4	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	287	8	15453	26.921602787456443	0.3621567515342461	0.0439702735378209	0.5375745748254612
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	16	4.892966360856269	3.325294675899329E-4	ENSG00000150093, ENSG00000136261, ENSG00000115310, ENSG00000106682, ENSG00000082805, ENSG00000137710, ENSG00000155506, ENSG00000090615, ENSG00000204120, ENSG00000167110, ENSG00000138069, ENSG00000137073, ENSG00000057294, ENSG00000072518, ENSG00000084733, ENSG00000073008	296	301	16605	2.9819520517194937	0.11018104072095047	0.01055636392663728	0.45402828639106163
GOTERM_BP_DIRECT	GO:0006406~mRNA export from nucleus	9	2.7522935779816518	3.5080558087322353E-4	ENSG00000164609, ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000005007, ENSG00000213024, ENSG00000132182	287	94	15453	5.155200533768255	0.3818590863274358	0.042788398616752876	0.5749768757509877
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	70	21.406727828746178	3.9264629203895494E-4	ENSG00000140374, ENSG00000138698, ENSG00000137563, ENSG00000100243, ENSG00000149428, ENSG00000119396, ENSG00000174021, ENSG00000103222, ENSG00000104388, ENSG00000152952, ENSG00000099246, ENSG00000131238, ENSG00000147533, ENSG00000140284, ENSG00000169223, ENSG00000075413, ENSG00000148175, ENSG00000168615, ENSG00000073008, ENSG00000005249, ENSG00000114573, ENSG00000023318, ENSG00000166147, ENSG00000006451, ENSG00000115310, ENSG00000108774, ENSG00000161203, ENSG00000102898, ENSG00000114023, ENSG00000165678, ENSG00000162695, ENSG00000171530, ENSG00000138069, ENSG00000143153, ENSG00000171004, ENSG00000130513, ENSG00000167461, ENSG00000129625, ENSG00000104368, ENSG00000129353, ENSG00000073060, ENSG00000142156, ENSG00000204386, ENSG00000105223, ENSG00000007923, ENSG00000204435, ENSG00000117054, ENSG00000114302, ENSG00000072062, ENSG00000075785, ENSG00000140545, ENSG00000147684, ENSG00000165527, ENSG00000067560, ENSG00000038274, ENSG00000150093, ENSG00000126001, ENSG00000136827, ENSG00000102393, ENSG00000177119, ENSG00000115275, ENSG00000078369, ENSG00000140092, ENSG00000137710, ENSG00000099341, ENSG00000136861, ENSG00000071553, ENSG00000178035, ENSG00000130724, ENSG00000084733	296	2624	16605	1.4965160472972974	0.12876707259753095	0.01142143387684047	0.5359062228517786
GOTERM_CC_DIRECT	GO:0005730~nucleolus	29	8.868501529051988	4.2699854904267303E-4	ENSG00000165732, ENSG00000100883, ENSG00000107929, ENSG00000100292, ENSG00000196781, ENSG00000018510, ENSG00000120699, ENSG00000077348, ENSG00000101868, ENSG00000108094, ENSG00000106344, ENSG00000130713, ENSG00000114767, ENSG00000124383, ENSG00000130255, ENSG00000275700, ENSG00000110104, ENSG00000115761, ENSG00000153037, ENSG00000129460, ENSG00000090615, ENSG00000100503, ENSG00000174780, ENSG00000171530, ENSG00000101146, ENSG00000105127, ENSG00000107371, ENSG00000112159, ENSG00000167461	296	792	16605	2.054092444717445	0.13921326376978949	0.011465190919846324	0.5826652922599651
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	9	2.7522935779816518	4.937328438184487E-4	ENSG00000136827, ENSG00000155393, ENSG00000109519, ENSG00000112159, ENSG00000102595, ENSG00000120725, ENSG00000137806, ENSG00000114650, ENSG00000068912	294	97	15528	4.900483904902167	0.19887700487547688	0.03628223161529687	0.6979603664079348
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	15	4.587155963302752	6.756200861091616E-4	ENSG00000150093, ENSG00000136261, ENSG00000115310, ENSG00000106682, ENSG00000082805, ENSG00000137710, ENSG00000155506, ENSG00000090615, ENSG00000204120, ENSG00000167110, ENSG00000138069, ENSG00000137073, ENSG00000057294, ENSG00000072518, ENSG00000084733	294	272	15528	2.9126650660264106	0.2617375842405263	0.04242463291794807	0.9539400980546953
UP_KEYWORDS	Transit peptide	20	6.116207951070336	7.313979924093724E-4	ENSG00000107959, ENSG00000008311, ENSG00000140374, ENSG00000160703, ENSG00000124523, ENSG00000103507, ENSG00000018510, ENSG00000215251, ENSG00000117054, ENSG00000165283, ENSG00000165678, ENSG00000177646, ENSG00000137513, ENSG00000165688, ENSG00000109519, ENSG00000277972, ENSG00000105819, ENSG00000130159, ENSG00000137806, ENSG00000164182	304	492	17955	2.4009146341463414	0.18999891449788164	0.012318770945878077	0.9669328937292887
GOTERM_CC_DIRECT	GO:0005793~endoplasmic reticulum-Golgi intermediate compartment	7	2.1406727828746175	7.971354973706104E-4	ENSG00000023318, ENSG00000113719, ENSG00000117500, ENSG00000169223, ENSG00000102595, ENSG00000174851, ENSG00000173230	296	62	16605	6.333642109851787	0.24414531430174025	0.019794754856608088	1.0851916656476335
GOTERM_BP_DIRECT	GO:0000086~G2/M transition of mitotic cell cycle	10	3.058103975535168	8.265132198762932E-4	ENSG00000136861, ENSG00000101004, ENSG00000126001, ENSG00000127914, ENSG00000119397, ENSG00000005249, ENSG00000174799, ENSG00000160299, ENSG00000167461, ENSG00000072062	287	133	15453	4.048361321422021	0.6781334190602886	0.09014331451405355	1.3497119930138135
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	14	4.281345565749235	8.574115263545189E-4	ENSG00000075785, ENSG00000129353, ENSG00000166887, ENSG00000108774, ENSG00000142156, ENSG00000073060, ENSG00000204386, ENSG00000078369, ENSG00000119396, ENSG00000160695, ENSG00000161203, ENSG00000132842, ENSG00000114573, ENSG00000104388	296	262	16605	2.997601609242831	0.25998183009947684	0.019871933687207632	1.166803753357759
UP_KEYWORDS	Exosome	4	1.2232415902140672	9.35011646821464E-4	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	304	12	17955	19.687499999999996	0.23616946278667705	0.014855733108972147	1.2345744227109767
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	7	2.1406727828746175	9.967057452782775E-4	ENSG00000177646, ENSG00000140374, ENSG00000100243, ENSG00000018510, ENSG00000127554, ENSG00000117054, ENSG00000100350	294	61	15528	6.060889929742388	0.36093176818327866	0.054430612430590775	1.404324823106573
GOTERM_CC_DIRECT	GO:0044322~endoplasmic reticulum quality control compartment	4	1.2232415902140672	0.0010841672229900102	ENSG00000135506, ENSG00000102595, ENSG00000116406, ENSG00000068912	296	12	16605	18.699324324324323	0.31665070034938103	0.023515908996316837	1.4732660103170092
GOTERM_CC_DIRECT	GO:0044613~nuclear pore central transport channel	4	1.2232415902140672	0.0010841672229900102	ENSG00000102898, ENSG00000138750, ENSG00000126883, ENSG00000213024	296	12	16605	18.699324324324323	0.31665070034938103	0.023515908996316837	1.4732660103170092
GOTERM_CC_DIRECT	GO:0000177~cytoplasmic exosome (RNase complex)	4	1.2232415902140672	0.0010841672229900102	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	296	12	16605	18.699324324324323	0.31665070034938103	0.023515908996316837	1.4732660103170092
UP_KEYWORDS	mRNA transport	8	2.4464831804281344	0.0012035062672818534	ENSG00000102898, ENSG00000138750, ENSG00000126883, ENSG00000108559, ENSG00000110713, ENSG00000138757, ENSG00000213024, ENSG00000132182	304	96	17955	4.921874999999999	0.2930664074593332	0.018088019645121856	1.5864767841518912
GOTERM_MF_DIRECT	GO:0004532~exoribonuclease activity	4	1.2232415902140672	0.0012893122493814913	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	294	12	15528	17.60544217687075	0.4396953992738869	0.06233623809697919	1.8131034810732194
GOTERM_CC_DIRECT	GO:0000178~exosome (RNase complex)	4	1.2232415902140672	0.0013909684992329996	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	296	13	16605	17.260914760914762	0.3864968096928514	0.028330352252793345	1.8865085589809705
UP_KEYWORDS	Nucleotide-binding	46	14.067278287461773	0.0014400399891560782	ENSG00000165732, ENSG00000100883, ENSG00000123983, ENSG00000119912, ENSG00000160703, ENSG00000149428, ENSG00000119396, ENSG00000103507, ENSG00000145907, ENSG00000005007, ENSG00000179958, ENSG00000103222, ENSG00000114302, ENSG00000104388, ENSG00000072062, ENSG00000075785, ENSG00000099246, ENSG00000137513, ENSG00000072518, ENSG00000140284, ENSG00000075413, ENSG00000005249, ENSG00000172992, ENSG00000116141, ENSG00000165527, ENSG00000114573, ENSG00000067560, ENSG00000070770, ENSG00000074582, ENSG00000006451, ENSG00000136827, ENSG00000108774, ENSG00000178105, ENSG00000155363, ENSG00000188342, ENSG00000119638, ENSG00000160695, ENSG00000071553, ENSG00000133657, ENSG00000100503, ENSG00000138069, ENSG00000183735, ENSG00000084733, ENSG00000112159, ENSG00000137275, ENSG00000167461	304	1692	17955	1.605718085106383	0.3396798057813357	0.02053768979323367	1.8955286244243696
GOTERM_BP_DIRECT	GO:0070208~protein heterotrimerization	4	1.2232415902140672	0.001563528364377147	ENSG00000138750, ENSG00000142156, ENSG00000078369, ENSG00000213024	287	13	15453	16.567140176896274	0.8829641433488029	0.15212422698059436	2.5388236668072217
UP_KEYWORDS	rRNA processing	7	2.1406727828746175	0.0016678978895448714	ENSG00000165732, ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000114767, ENSG00000124383, ENSG00000107371	304	75	17955	5.5125	0.381684002495315	0.022633065921252915	2.1923958500232654
UP_KEYWORDS	FAD	8	2.4464831804281344	0.0017118625704222374	ENSG00000177646, ENSG00000140374, ENSG00000100243, ENSG00000018510, ENSG00000127554, ENSG00000165661, ENSG00000117054, ENSG00000100350	304	102	17955	4.63235294117647	0.38947674270489374	0.022179379591389603	2.249580038495691
GOTERM_BP_DIRECT	GO:0000226~microtubule cytoskeleton organization	7	2.1406727828746175	0.0017213130011645608	ENSG00000136861, ENSG00000101004, ENSG00000116871, ENSG00000072518, ENSG00000075413, ENSG00000160299, ENSG00000116141	287	69	15453	5.46235418875928	0.9057640503365836	0.15524697045121305	2.7916402719654343
GOTERM_CC_DIRECT	GO:0000176~nuclear exosome (RNase complex)	4	1.2232415902140672	0.0017471707787969273	ENSG00000077348, ENSG00000120699, ENSG00000130713, ENSG00000107371	296	14	16605	16.02799227799228	0.4587063198103434	0.0335247879632351	2.364275594455334
GOTERM_BP_DIRECT	GO:0071051~polyadenylation-dependent snoRNA 3'-end processing	3	0.9174311926605505	0.001998312831143449	ENSG00000077348, ENSG00000130713, ENSG00000107371	287	4	15453	40.38240418118467	0.9355862345482173	0.16708903556832222	3.233984964988612
GOTERM_BP_DIRECT	GO:0006271~DNA strand elongation involved in DNA replication	4	1.2232415902140672	0.0024201881601257362	ENSG00000101868, ENSG00000146143, ENSG00000014138, ENSG00000198056	287	15	15453	14.358188153310104	0.9639229966937036	0.18749338864567455	3.9040527601187147
GOTERM_MF_DIRECT	GO:0051087~chaperone binding	7	2.1406727828746175	0.0025319205342417515	ENSG00000058056, ENSG00000166170, ENSG00000134809, ENSG00000171530, ENSG00000109519, ENSG00000149428, ENSG00000100575	294	73	15528	5.064579256360078	0.6796284741320421	0.10758802159797098	3.5315713337959354
GOTERM_CC_DIRECT	GO:0005829~cytosol	77	23.547400611620795	0.00275560913227192	ENSG00000100387, ENSG00000117724, ENSG00000138698, ENSG00000137563, ENSG00000107929, ENSG00000119397, ENSG00000119396, ENSG00000108559, ENSG00000183020, ENSG00000145907, ENSG00000123989, ENSG00000005007, ENSG00000138757, ENSG00000077348, ENSG00000166170, ENSG00000099246, ENSG00000131238, ENSG00000108094, ENSG00000075413, ENSG00000160299, ENSG00000174799, ENSG00000005249, ENSG00000114573, ENSG00000070770, ENSG00000148334, ENSG00000126883, ENSG00000119638, ENSG00000106682, ENSG00000124523, ENSG00000120509, ENSG00000117543, ENSG00000153037, ENSG00000161203, ENSG00000130640, ENSG00000102898, ENSG00000101004, ENSG00000126216, ENSG00000138069, ENSG00000183735, ENSG00000134709, ENSG00000137275, ENSG00000167461, ENSG00000100883, ENSG00000181852, ENSG00000119912, ENSG00000109618, ENSG00000100292, ENSG00000196781, ENSG00000110713, ENSG00000204435, ENSG00000179958, ENSG00000135930, ENSG00000114302, ENSG00000072062, ENSG00000075785, ENSG00000120699, ENSG00000130713, ENSG00000179562, ENSG00000151092, ENSG00000130255, ENSG00000067560, ENSG00000038274, ENSG00000101752, ENSG00000126001, ENSG00000078369, ENSG00000155363, ENSG00000135968, ENSG00000099341, ENSG00000259431, ENSG00000090615, ENSG00000136861, ENSG00000174780, ENSG00000178035, ENSG00000130724, ENSG00000127914, ENSG00000052126, ENSG00000107371	296	3170	16605	1.3626321510785233	0.6203683722676004	0.04969901751964223	3.705204770265902
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	21	6.422018348623854	0.002897534047400856	ENSG00000148334, ENSG00000152683, ENSG00000082805, ENSG00000119396, ENSG00000123989, ENSG00000104388, ENSG00000153936, ENSG00000090615, ENSG00000113719, ENSG00000167110, ENSG00000102471, ENSG00000179562, ENSG00000138069, ENSG00000033100, ENSG00000084733, ENSG00000169223, ENSG00000114745, ENSG00000171004, ENSG00000167461, ENSG00000114650, ENSG00000173230	296	566	16605	2.081373555534333	0.638867643395557	0.04965056666243839	3.892547261660828
GOTERM_BP_DIRECT	GO:0006626~protein targeting to mitochondrion	5	1.529051987767584	0.0030804867460654654	ENSG00000134809, ENSG00000205981, ENSG00000150779, ENSG00000100575, ENSG00000132286	287	33	15453	8.158061450744377	0.9854456549567063	0.2202762818169155	4.94406875727168
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	13	3.9755351681957185	0.003102647426031747	ENSG00000136261, ENSG00000115310, ENSG00000106682, ENSG00000137710, ENSG00000082805, ENSG00000155506, ENSG00000090615, ENSG00000204120, ENSG00000167110, ENSG00000138069, ENSG00000137073, ENSG00000072518, ENSG00000084733	287	257	15453	2.723586274217384	0.9858825296119985	0.21076067611978744	4.978789335567546
UP_KEYWORDS	Flavoprotein	8	2.4464831804281344	0.0032160920212686906	ENSG00000177646, ENSG00000140374, ENSG00000100243, ENSG00000018510, ENSG00000127554, ENSG00000165661, ENSG00000117054, ENSG00000100350	304	114	17955	4.144736842105263	0.604548500827115	0.03953329558040808	4.187585182275511
GOTERM_BP_DIRECT	GO:0071038~nuclear polyadenylation-dependent tRNA catabolic process	3	0.9174311926605505	0.0032898326768951653	ENSG00000120699, ENSG00000130713, ENSG00000107371	287	5	15453	32.305923344947736	0.9890869513076822	0.2116228926305347	5.271589813500577
GOTERM_CC_DIRECT	GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane	6	1.834862385321101	0.003368641730185994	ENSG00000113719, ENSG00000167110, ENSG00000117500, ENSG00000169223, ENSG00000114745, ENSG00000104388	296	57	16605	5.905049786628734	0.6940670322730027	0.054838520781872124	4.51199553717162
GOTERM_MF_DIRECT	GO:0003896~DNA primase activity	3	0.9174311926605505	0.0034173573059847638	ENSG00000101868, ENSG00000146143, ENSG00000198056	294	5	15528	31.689795918367345	0.7849793489537948	0.13040631083528786	4.73898472957639
GOTERM_BP_DIRECT	GO:0006606~protein import into nucleus	6	1.834862385321101	0.003426674719874357	ENSG00000102898, ENSG00000155393, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000213024	287	55	15453	5.873804244535952	0.9909594809179879	0.20966781478121554	5.485105636070243
UP_KEYWORDS	Mitochondrion inner membrane	12	3.669724770642202	0.003671727535574684	ENSG00000074582, ENSG00000165678, ENSG00000165688, ENSG00000134809, ENSG00000147684, ENSG00000205981, ENSG00000183032, ENSG00000150779, ENSG00000137409, ENSG00000100575, ENSG00000132286, ENSG00000165283	304	251	17955	2.8237051792828685	0.6533375168427322	0.04318174665507202	4.767563441062562
GOTERM_BP_DIRECT	GO:0030433~ER-associated ubiquitin-dependent protein catabolic process	6	1.834862385321101	0.00370679168504744	ENSG00000104691, ENSG00000109501, ENSG00000135506, ENSG00000116406, ENSG00000100350, ENSG00000068912	287	56	15453	5.768914883026382	0.9938509256459683	0.215297157258737	5.920765791339699
GOTERM_BP_DIRECT	GO:0019083~viral transcription	8	2.4464831804281344	0.003732853750389923	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000130255, ENSG00000132182	287	107	15453	4.025660229900029	0.9940675513250968	0.2078938902190205	5.961203543531079
UP_KEYWORDS	Signal recognition particle	3	0.9174311926605505	0.004071067600594325	ENSG00000100883, ENSG00000174780, ENSG00000153037	304	6	17955	29.531249999999996	0.6911379566128035	0.04590728100316965	5.273211942511136
UP_KEYWORDS	Endosome	17	5.198776758409786	0.00416089940687361	ENSG00000150093, ENSG00000175895, ENSG00000166887, ENSG00000108774, ENSG00000100242, ENSG00000119396, ENSG00000160695, ENSG00000075785, ENSG00000068400, ENSG00000163820, ENSG00000130724, ENSG00000102471, ENSG00000138069, ENSG00000119321, ENSG00000084733, ENSG00000167461, ENSG00000165527	304	449	17955	2.236219376391982	0.6990583992680992	0.04513577112841949	5.38661531490503
GOTERM_BP_DIRECT	GO:0007020~microtubule nucleation	4	1.2232415902140672	0.004165971350392681	ENSG00000126216, ENSG00000167110, ENSG00000127914, ENSG00000130640	287	18	15453	11.965156794425086	0.996731672644038	0.22030060401459672	6.630841197765925
GOTERM_BP_DIRECT	GO:0034199~activation of protein kinase A activity	4	1.2232415902140672	0.004165971350392681	ENSG00000166147, ENSG00000005249, ENSG00000072062, ENSG00000114302	287	18	15453	11.965156794425086	0.996731672644038	0.22030060401459672	6.630841197765925
GOTERM_CC_DIRECT	GO:0005786~signal recognition particle, endoplasmic reticulum targeting	3	0.9174311926605505	0.0045008534867051414	ENSG00000100883, ENSG00000174780, ENSG00000153037	296	6	16605	28.048986486486488	0.7947169459778143	0.06944226648188812	5.985611109685552
GOTERM_BP_DIRECT	GO:0007264~small GTPase mediated signal transduction	12	3.669724770642202	0.004610716177449754	ENSG00000075785, ENSG00000099246, ENSG00000108774, ENSG00000138698, ENSG00000138069, ENSG00000100292, ENSG00000084733, ENSG00000119396, ENSG00000167461, ENSG00000165527, ENSG00000067560, ENSG00000104388	287	236	15453	2.737790113978622	0.9982284664060544	0.23202356988637662	7.313793600415808
